INFO 2025-11-03 10:42:24,139 autoreload Watching for file changes with StatReloader
INFO 2025-11-03 10:44:45,821 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:44:45,866 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:44:45,925 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:44:45,961 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:44:47,319 basehttp "GET /supplier/buyers/ HTTP/1.1" 200 16785
INFO 2025-11-03 10:44:47,853 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:44:47,854 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:44:47,933 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:44:47,963 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:44:49,494 basehttp "GET /supplier/reports/ HTTP/1.1" 200 20703
INFO 2025-11-03 10:44:49,988 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:44:50,042 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:44:50,110 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:44:50,136 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:44:52,003 basehttp "GET /supplier/profile/ HTTP/1.1" 200 26281
INFO 2025-11-03 10:44:52,533 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:44:52,595 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:44:52,682 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:44:52,706 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:44:55,292 basehttp "GET /supplier/payment-info/ HTTP/1.1" 200 22660
INFO 2025-11-03 10:44:55,866 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:44:55,931 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:44:55,969 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:44:55,999 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:45:11,929 basehttp "GET /supplier/dashboard/ HTTP/1.1" 200 25875
INFO 2025-11-03 10:45:12,705 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:45:12,741 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:45:12,874 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 10:45:12,952 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:45:17,755 basehttp "GET /notifications/ HTTP/1.1" 200 12921
INFO 2025-11-03 10:45:28,702 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 10:45:28,716 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:06:19,981 autoreload Watching for file changes with StatReloader
INFO 2025-11-03 11:06:49,576 basehttp "GET / HTTP/1.1" 200 28816
WARNING 2025-11-03 11:06:55,116 log Not Found: /favicon.ico
WARNING 2025-11-03 11:06:55,134 basehttp "GET /favicon.ico HTTP/1.1" 404 27041
INFO 2025-11-03 11:07:23,559 basehttp "GET /login/ HTTP/1.1" 200 7293
INFO 2025-11-03 11:07:31,484 basehttp "POST /login/ HTTP/1.1" 302 0
INFO 2025-11-03 11:07:33,428 basehttp "GET /supplier/dashboard/ HTTP/1.1" 200 25875
INFO 2025-11-03 11:07:34,085 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:07:34,177 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:07:34,244 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:07:34,265 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:09:11,610 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:09:11,671 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:09:54,149 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:09:54,265 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:11:38,418 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:11:40,627 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:11:57,584 basehttp "GET /supplier/inventory/ HTTP/1.1" 200 21456
INFO 2025-11-03 11:12:02,033 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:12:02,170 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:12:03,587 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:12:03,932 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:12:54,843 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:12:55,228 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:01,098 basehttp "GET /supplier/supplier-orders/ HTTP/1.1" 200 22240
INFO 2025-11-03 11:13:02,058 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:03,207 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:03,377 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:13:04,342 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:13:14,863 basehttp "GET /supplier/buyers/ HTTP/1.1" 200 16785
INFO 2025-11-03 11:13:16,488 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:16,985 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:13:18,345 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:18,938 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:13:21,286 basehttp "GET /supplier/reports/ HTTP/1.1" 200 20703
INFO 2025-11-03 11:13:22,524 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:24,401 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:13:24,949 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:26,605 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:13:34,673 basehttp "GET /supplier/profile/ HTTP/1.1" 200 26281
INFO 2025-11-03 11:13:36,705 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:37,054 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:13:38,220 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:38,456 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:13:39,788 basehttp "GET /supplier/payment-info/ HTTP/1.1" 200 22660
INFO 2025-11-03 11:13:41,149 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:41,371 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:13:41,566 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:13:42,585 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:14:12,028 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:14:12,115 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:14:13,135 basehttp "GET /supplier/profile/ HTTP/1.1" 200 26281
INFO 2025-11-03 11:14:15,219 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:14:15,518 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:14:16,116 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:14:16,701 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:14:29,347 basehttp "POST /supplier/profile/ HTTP/1.1" 302 0
INFO 2025-11-03 11:14:31,247 basehttp "GET /supplier/profile/ HTTP/1.1" 200 26425
INFO 2025-11-03 11:14:33,131 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:14:33,175 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:14:35,190 basehttp "GET /api/notifications/ HTTP/1.1" 200 671
INFO 2025-11-03 11:14:35,264 basehttp "GET /api/messages/ HTTP/1.1" 200 19
INFO 2025-11-03 11:15:48,306 autoreload C:\Users\comaa\Desktop\Raise\myproject\myapp\notification_views.py changed, reloading.
INFO 2025-11-03 11:17:08,561 autoreload Watching for file changes with StatReloader
INFO 2025-11-03 11:20:19,190 autoreload Watching for file changes with StatReloader
INFO 2025-11-03 11:21:28,638 basehttp "GET / HTTP/1.1" 200 28816
WARNING 2025-11-03 11:21:32,894 log Not Found: /favicon.ico
WARNING 2025-11-03 11:21:32,924 basehttp "GET /favicon.ico HTTP/1.1" 404 27041
INFO 2025-11-03 11:21:50,007 basehttp "GET /login/ HTTP/1.1" 200 7293
INFO 2025-11-03 11:22:25,583 basehttp "POST /login/ HTTP/1.1" 302 0
INFO 2025-11-03 11:22:30,810 basehttp "GET /supplier/dashboard/ HTTP/1.1" 200 25881
INFO 2025-11-03 11:22:32,409 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:22:32,919 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:22:33,092 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:22:33,268 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:22:41,342 basehttp "GET /notifications/ HTTP/1.1" 200 12924
INFO 2025-11-03 11:22:45,221 basehttp "GET /owner/supplier-orders/5/ HTTP/1.1" 302 0
INFO 2025-11-03 11:22:45,678 basehttp "GET / HTTP/1.1" 200 28952
INFO 2025-11-03 11:22:51,282 basehttp "GET /login/ HTTP/1.1" 200 7293
INFO 2025-11-03 11:22:51,498 basehttp "GET /static/css/style.css HTTP/1.1" 304 0
INFO 2025-11-03 11:23:39,532 basehttp "POST /login/ HTTP/1.1" 302 0
INFO 2025-11-03 11:23:41,912 basehttp "GET /supplier/dashboard/ HTTP/1.1" 200 25881
INFO 2025-11-03 11:23:43,406 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:23:43,773 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:23:43,985 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:23:54,601 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:24:10,396 basehttp "GET /notifications/ HTTP/1.1" 200 12924
INFO 2025-11-03 11:24:15,502 basehttp "GET /owner/supplier-orders/5/ HTTP/1.1" 302 0
INFO 2025-11-03 11:24:15,807 basehttp "GET / HTTP/1.1" 200 28952
INFO 2025-11-03 11:25:47,124 basehttp "GET /login/ HTTP/1.1" 200 7293
INFO 2025-11-03 11:26:05,184 basehttp "POST /login/ HTTP/1.1" 302 0
INFO 2025-11-03 11:26:05,841 basehttp "GET /supplier/dashboard/ HTTP/1.1" 200 25881
INFO 2025-11-03 11:26:07,955 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:26:08,328 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:26:08,372 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:26:08,550 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:26:10,672 basehttp "GET /notifications/ HTTP/1.1" 200 12924
INFO 2025-11-03 11:26:13,183 basehttp "GET /owner/supplier-orders/5/ HTTP/1.1" 302 0
INFO 2025-11-03 11:26:13,733 basehttp "GET / HTTP/1.1" 200 28952
INFO 2025-11-03 11:49:13,196 basehttp "GET /login/ HTTP/1.1" 200 7293
INFO 2025-11-03 11:49:38,689 basehttp - Broken pipe from ('127.0.0.1', 58789)
INFO 2025-11-03 11:49:47,023 basehttp "POST /login/ HTTP/1.1" 302 0
INFO 2025-11-03 11:49:48,844 basehttp "GET /supplier/dashboard/ HTTP/1.1" 200 25881
INFO 2025-11-03 11:49:50,175 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:49:50,801 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:49:50,998 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:49:51,106 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:50:04,671 basehttp "GET /notifications/ HTTP/1.1" 200 13310
INFO 2025-11-03 11:50:08,772 basehttp "GET /supplier/supplier-orders/5/ HTTP/1.1" 200 22163
INFO 2025-11-03 11:50:10,894 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:50:11,137 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:50:12,011 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:50:12,665 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:50:13,172 basehttp "GET /supplier/dashboard/ HTTP/1.1" 200 25881
INFO 2025-11-03 11:50:14,245 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:50:14,287 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:50:15,058 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:50:16,218 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-03 11:50:18,511 basehttp "GET /notifications/ HTTP/1.1" 200 13310
INFO 2025-11-03 11:50:53,082 basehttp "GET /messages/ HTTP/1.1" 200 4100
INFO 2025-11-03 11:54:18,122 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 11:54:18,804 basehttp "GET /api/messages/ HTTP/1.1" 200 166
ERROR 2025-11-03 11:54:32,466 log Internal Server Error: /notifications/
Traceback (most recent call last):
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 510, in parse
    compile_func = self.tags[command]
KeyError: 'elif'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\contrib\auth\decorators.py", line 59, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "C:\Users\comaa\Desktop\Raise\myproject\myapp\notification_views.py", line 41, in notification_list
    return render(request, 'notifications/notification_list.html', context)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\loader.py", line 15, in get_template
    return engine.get_template(template_name)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\backends\django.py", line 79, in get_template
    return Template(self.engine.get_template(template_name), self)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\engine.py", line 177, in get_template
    template, origin = self.find_template(template_name)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\engine.py", line 159, in find_template
    template = loader.get_template(name, skip=skip)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\loaders\cached.py", line 57, in get_template
    template = super().get_template(template_name, skip)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\loaders\base.py", line 28, in get_template
    return Template(
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 154, in __init__
    self.nodelist = self.compile_nodelist()
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 196, in compile_nodelist
    nodelist = parser.parse()
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 518, in parse
    raise self.error(token, e)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 516, in parse
    compiled_result = compile_func(self, token)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\defaulttags.py", line 962, in do_if
    nodelist = parser.parse(("elif", "else", "endif"))
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 518, in parse
    raise self.error(token, e)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 516, in parse
    compiled_result = compile_func(self, token)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\loader_tags.py", line 299, in do_extends
    nodelist = parser.parse()
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 512, in parse
    self.invalid_block_tag(token, command, parse_until)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 577, in invalid_block_tag
    raise self.error(
django.template.exceptions.TemplateSyntaxError: Invalid block tag on line 5: 'elif'. Did you forget to register or load this tag?
ERROR 2025-11-03 11:54:34,799 basehttp "GET /notifications/ HTTP/1.1" 500 245578
INFO 2025-11-03 12:12:14,323 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-03 12:12:17,911 basehttp "GET /api/messages/ HTTP/1.1" 200 166
ERROR 2025-11-03 12:12:40,163 log Internal Server Error: /notifications/
Traceback (most recent call last):
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 510, in parse
    compile_func = self.tags[command]
KeyError: 'elif'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\contrib\auth\decorators.py", line 59, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "C:\Users\comaa\Desktop\Raise\myproject\myapp\notification_views.py", line 41, in notification_list
    return render(request, 'notifications/notification_list.html', context)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\loader.py", line 15, in get_template
    return engine.get_template(template_name)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\backends\django.py", line 79, in get_template
    return Template(self.engine.get_template(template_name), self)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\engine.py", line 177, in get_template
    template, origin = self.find_template(template_name)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\engine.py", line 159, in find_template
    template = loader.get_template(name, skip=skip)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\loaders\cached.py", line 57, in get_template
    template = super().get_template(template_name, skip)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\loaders\base.py", line 28, in get_template
    return Template(
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 154, in __init__
    self.nodelist = self.compile_nodelist()
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 196, in compile_nodelist
    nodelist = parser.parse()
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 518, in parse
    raise self.error(token, e)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 516, in parse
    compiled_result = compile_func(self, token)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\defaulttags.py", line 962, in do_if
    nodelist = parser.parse(("elif", "else", "endif"))
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 518, in parse
    raise self.error(token, e)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 516, in parse
    compiled_result = compile_func(self, token)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\loader_tags.py", line 299, in do_extends
    nodelist = parser.parse()
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 512, in parse
    self.invalid_block_tag(token, command, parse_until)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 577, in invalid_block_tag
    raise self.error(
django.template.exceptions.TemplateSyntaxError: Invalid block tag on line 5: 'elif'. Did you forget to register or load this tag?
ERROR 2025-11-03 12:12:43,125 basehttp "GET /notifications/ HTTP/1.1" 500 245708
ERROR 2025-11-03 12:13:43,882 log Internal Server Error: /notifications/
Traceback (most recent call last):
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\template\base.py", line 510, in parse
    compile_func = self.tags[command]
KeyError: 'elif'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\comaa\AppData\Roaming\Python\Python310\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
